taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID	isMarine	isFreshwater	isTerrestrial	isExtinct	isBrackish	vernacularName	source	language	isPreferredName
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					Schlamm-Sagartia	Leewis, R. (2002). Flora en fauna van de zee [Marine flora and fauna]. <i>Veldgids</i>, 16. KNNV Uitgeverij: Utrecht, The Netherlands. ISBN 90-5011-153-X. 320 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					Schlickanemone	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					cave-burrowing anemone	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	ENG	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					cave-dwelling anemone	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	ENG	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					mud sagartia	Leewis, R. (2002). Flora en fauna van de zee [Marine flora and fauna]. <i>Veldgids</i>, 16. KNNV Uitgeverij: Utrecht, The Netherlands. ISBN 90-5011-153-X. 320 pp.	ENG	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					sagartie de vase	Leewis, R. (2002). Flora en fauna van de zee [Marine flora and fauna]. <i>Veldgids</i>, 16. KNNV Uitgeverij: Utrecht, The Netherlands. ISBN 90-5011-153-X. 320 pp.	FRA	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					sagartie des vases	Strandvondsten van Gravelines tot Nieuwpoort. Ecogids Tjiftjaf	FRA	0
urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:100994	urn:lsid:marinespecies.org:taxname:855674	urn:lsid:marinespecies.org:taxname:100776		Sagartia troglodytes	Cylista troglodytes	Sagartia			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		troglodytes		Species	(Price in Johnston, 1847)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartia troglodytes (Price in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994						1					slibanemoon	Hayward, P.; Nelson-Smith, A.; Shields, C. (1999). Gids van kust en strand: flora en fauna [Coast and beach guide: flora and fauna]. Tirion: Baarn, Netherlands. ISBN 90-5210-327-5. 352, ill. pp.	DUT	1
urn:lsid:marinespecies.org:taxname:100999	urn:lsid:marinespecies.org:taxname:100999	urn:lsid:marinespecies.org:taxname:854806	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton laceratus	Sagartia lacerata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		laceratus		Species	(Dalyell, 1848)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton laceratus (Dalyell, 1848). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100999	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100999						1					Fransige Witwenrose	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:100999	urn:lsid:marinespecies.org:taxname:100999	urn:lsid:marinespecies.org:taxname:854806	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton laceratus	Sagartia lacerata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		laceratus		Species	(Dalyell, 1848)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton laceratus (Dalyell, 1848). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100999	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100999						1					fountain anemone	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	ENG	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	Bauchfüßer	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	Gastropoden	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	Schnecken	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	buikpotigen	Backeljau, T. (1986). Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium]. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussels, Belgium. 106 pp.	DUT	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	gastropods		ENG	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	slakken	Backeljau, T. (1986). Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium]. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussels, Belgium. 106 pp.	DUT	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	snails	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	ENG	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	snails and slugs		ENG	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	snäckor	PESI (A Pan-European Species directories Infrastructure) focal points	SWE	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	Улитки и слизни		RUS	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	Черевоногі	PESI (A Pan-European Species directories Infrastructure) focal points	UKR	0
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	брюхоногие		RUS	1
urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:101	urn:lsid:marinespecies.org:taxname:51		Gastropoda	Gastropoda	Mollusca	Cuvier, G. 1795. Second Mémoire sur l'organisation et les rapports des animaux à sang blanc, dans lequel on traite de la structure des Mollusques et de leur division en ordre, lu à la société d'Histoire Naturelle de Paris, le 11 prairial an troisième [30 May 1795]. Magazin Encyclopédique, ou Journal des Sciences, des Lettres et des Arts, 1795 [1. année] 2: 433-449.	1795	Animalia	Mollusca	Gastropoda							Class	Cuvier, 1795	ICZN	accepted		2009-03-17	WoRMS (2023). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101						1	1	1		1	腹足綱	Japan Agency for Marine-Earth Science and Technology. (2009 onwards). Biological Information System for Marine Life (BISMaL). Accessed on 2018-11-21.	JPN	0
urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:854485	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton undatus	Sagartia undata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		undatus		Species	(Müller, 1778)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton undatus (Müller, 1778). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002						1					Sagartiogeton	Leewis, R. (2002). Flora en fauna van de zee [Marine flora and fauna]. <i>Veldgids</i>, 16. KNNV Uitgeverij: Utrecht, The Netherlands. ISBN 90-5011-153-X. 320 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:854485	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton undatus	Sagartia undata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		undatus		Species	(Müller, 1778)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton undatus (Müller, 1778). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002						1					Schlangenhaarrose	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:854485	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton undatus	Sagartia undata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		undatus		Species	(Müller, 1778)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton undatus (Müller, 1778). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002						1					Witwenrose	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:854485	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton undatus	Sagartia undata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		undatus		Species	(Müller, 1778)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton undatus (Müller, 1778). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002						1					small snakelocks anemone	Leewis, R. (2002). Flora en fauna van de zee [Marine flora and fauna]. <i>Veldgids</i>, 16. KNNV Uitgeverij: Utrecht, The Netherlands. ISBN 90-5011-153-X. 320 pp.	ENG	0
urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:101002	urn:lsid:marinespecies.org:taxname:854485	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton undatus	Sagartia undata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		undatus		Species	(Müller, 1778)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton undatus (Müller, 1778). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002						1					weduweroos	Hayward, P.; Nelson-Smith, A.; Shields, C. (1999). Gids van kust en strand: flora en fauna [Coast and beach guide: flora and fauna]. Tirion: Baarn, Netherlands. ISBN 90-5210-327-5. 352, ill. pp.	DUT	1
urn:lsid:marinespecies.org:taxname:101004	urn:lsid:marinespecies.org:taxname:101004	urn:lsid:marinespecies.org:taxname:855677	urn:lsid:marinespecies.org:taxname:100777		Sagartiogeton viduatus	Sagartia (Cylista) viduata	Sagartiogeton			Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartiogeton		viduatus		Species	(Müller, 1776)	ICZN	unaccepted		2020-12-16	Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Sagartiogeton viduatus (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101004	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101004						1					Seegrasrose	Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.	DEU	0
